Formatted Date,Temperature (C),Humidity
2015-09-03 08:00:00.000 +0200,19.82,0.75
2015-09-03 09:00:00.000 +0200,22.04,0.68
2015-09-03 10:00:00.000 +0200,23.75,0.62
2015-09-03 11:00:00.000 +0200,26.03,0.53
2015-09-03 12:00:00.000 +0200,27.71,0.49
2015-09-03 13:00:00.000 +0200,28.82,0.43
2015-09-03 14:00:00.000 +0200,29.93,0.42
2015-09-03 15:00:00.000 +0200,29.93,0.43
2015-09-03 16:00:00.000 +0200,29.97,0.43
2015-09-03 17:00:00.000 +0200,30.04,0.42
2015-09-03 18:00:00.000 +0200,28.84,0.46
2015-09-03 19:00:00.000 +0200,27.60,0.5
2015-09-03 20:00:00.000 +0200,24.11,0.64
2015-09-03 21:00:00.000 +0200,23.75,0.67
2015-09-03 22:00:00.000 +0200,23.68,0.65
2015-09-03 23:00:00.000 +0200,22.21,0.84
2015-09-30 00:00:00.000 +0200,11.64,0.74
2015-09-30 01:00:00.000 +0200,11.08,0.74
2015-09-30 02:00:00.000 +0200,10.63,0.78
2015-09-30 03:00:00.000 +0200,10.56,0.77
2015-09-30 04:00:00.000 +0200,10.60,0.77
2015-09-30 05:00:00.000 +0200,10.59,0.74
2015-09-30 06:00:00.000 +0200,10.05,0.77
2015-09-30 07:00:00.000 +0200,10.03,0.77
2015-09-30 08:00:00.000 +0200,10.91,0.77
2015-09-30 09:00:00.000 +0200,12.69,0.69
2015-09-30 10:00:00.000 +0200,12.29,0.65
2015-09-30 11:00:00.000 +0200,12.95,0.63
2015-09-30 12:00:00.000 +0200,13.94,0.63
2015-09-30 13:00:00.000 +0200,15.05,0.59
2015-09-30 14:00:00.000 +0200,16.88,0.45
2015-09-30 15:00:00.000 +0200,17.15,0.48
2015-09-30 16:00:00.000 +0200,17.08,0.44
2015-09-30 17:00:00.000 +0200,15.93,0.48
2015-09-30 18:00:00.000 +0200,14.86,0.55
2015-09-30 19:00:00.000 +0200,13.66,0.64
2015-09-30 20:00:00.000 +0200,13.54,0.57
2015-09-30 21:00:00.000 +0200,12.06,0.61
2015-09-30 22:00:00.000 +0200,11.02,0.63
2015-09-30 23:00:00.000 +0200,9.67,0.7
2015-09-04 00:00:00.000 +0200,21.51,0.9
2015-09-04 01:00:00.000 +0200,21.42,0.85
2015-09-04 02:00:00.000 +0200,21.47,0.84
2015-09-04 03:00:00.000 +0200,19.94,0.9
2015-09-04 04:00:00.000 +0200,20.33,0.87
2015-09-04 05:00:00.000 +0200,19.86,0.9
2015-09-04 06:00:00.000 +0200,18.83,0.93
2015-09-04 07:00:00.000 +0200,19.89,0.87
2015-09-04 08:00:00.000 +0200,23.44,0.7
2015-09-04 09:00:00.000 +0200,22.53,0.73
2015-09-04 10:00:00.000 +0200,22.62,0.66
2015-09-04 11:00:00.000 +0200,23.82,0.59
2015-09-04 12:00:00.000 +0200,23.73,0.59
2015-09-04 13:00:00.000 +0200,23.77,0.62
2015-09-04 14:00:00.000 +0200,24.21,0.6
2015-09-04 15:00:00.000 +0200,26.02,0.54
2015-09-04 16:00:00.000 +0200,26.07,0.5
2015-09-04 17:00:00.000 +0200,26.07,0.49
2015-09-04 18:00:00.000 +0200,24.95,0.54
2015-09-04 19:00:00.000 +0200,22.76,0.62
2015-09-04 20:00:00.000 +0200,22.26,0.67
2015-09-04 21:00:00.000 +0200,19.95,0.86
2015-09-04 22:00:00.000 +0200,19.96,0.86
2015-09-04 23:00:00.000 +0200,19.62,0.91
2015-09-05 00:00:00.000 +0200,19.33,0.92
2015-09-05 01:00:00.000 +0200,19.36,0.89
2015-09-05 02:00:00.000 +0200,19.37,0.9
2015-09-05 03:00:00.000 +0200,18.77,0.92
2015-09-05 04:00:00.000 +0200,18.28,0.96
2015-09-05 05:00:00.000 +0200,18.67,0.93
2015-09-05 06:00:00.000 +0200,17.66,0.97
2015-09-05 07:00:00.000 +0200,18.66,0.93
2015-09-05 08:00:00.000 +0200,17.79,0.97
2015-09-05 09:00:00.000 +0200,17.62,0.9
2015-09-05 10:00:00.000 +0200,17.59,0.91
2015-09-05 11:00:00.000 +0200,17.67,0.92
2015-09-05 12:00:00.000 +0200,17.73,0.9
2015-09-05 13:00:00.000 +0200,18.79,0.84
2015-09-05 14:00:00.000 +0200,19.86,0.85
2015-09-05 15:00:00.000 +0200,19.82,0.84
2015-09-05 16:00:00.000 +0200,19.82,0.84
2015-09-05 17:00:00.000 +0200,19.13,0.89
2015-09-05 18:00:00.000 +0200,18.79,0.9
2015-09-05 19:00:00.000 +0200,17.73,0.9
2015-09-05 20:00:00.000 +0200,17.87,0.91
2015-09-05 21:00:00.000 +0200,17.20,0.93
2015-09-05 22:00:00.000 +0200,17.20,0.97
2015-09-05 23:00:00.000 +0200,17.17,0.97
2015-09-06 00:00:00.000 +0200,16.60,0.93
2015-09-06 01:00:00.000 +0200,16.60,0.93
2015-09-06 02:00:00.000 +0200,16.08,0.93
2015-09-06 03:00:00.000 +0200,15.49,0.95
2015-09-06 04:00:00.000 +0200,14.93,0.87
2015-09-06 05:00:00.000 +0200,14.02,0.91
2015-09-06 06:00:00.000 +0200,13.87,0.83
2015-09-06 07:00:00.000 +0200,13.87,0.83
2015-09-06 08:00:00.000 +0200,15.71,0.75
2015-09-06 09:00:00.000 +0200,17.16,0.68
2015-09-06 10:00:00.000 +0200,17.76,0.65
2015-09-06 11:00:00.000 +0200,19.69,0.54
2015-09-06 12:00:00.000 +0200,20.95,0.5
2015-09-06 13:00:00.000 +0200,19.96,0.49
2015-09-06 14:00:00.000 +0200,21.81,0.43
2015-09-06 15:00:00.000 +0200,22.07,0.43
2015-09-06 16:00:00.000 +0200,21.13,0.42
2015-09-06 17:00:00.000 +0200,19.83,0.52
2015-09-06 18:00:00.000 +0200,18.64,0.45
2015-09-06 19:00:00.000 +0200,17.02,0.56
2015-09-06 20:00:00.000 +0200,16.83,0.56
2015-09-06 21:00:00.000 +0200,14.91,0.67
2015-09-06 22:00:00.000 +0200,14.86,0.67
2015-09-06 23:00:00.000 +0200,13.24,0.74
2015-09-07 00:00:00.000 +0200,12.18,0.67
2015-09-07 01:00:00.000 +0200,10.61,0.74
2015-09-07 02:00:00.000 +0200,9.75,0.78
2015-09-07 03:00:00.000 +0200,8.44,0.83
2015-09-07 04:00:00.000 +0200,8.32,0.83
2015-09-07 05:00:00.000 +0200,8.12,0.85
2015-09-07 06:00:00.000 +0200,7.85,0.83
2015-09-07 07:00:00.000 +0200,9.97,0.77
2015-09-07 08:00:00.000 +0200,13.49,0.62
2015-09-07 09:00:00.000 +0200,16.04,0.53
2015-09-07 10:00:00.000 +0200,17.69,0.5
2015-09-07 11:00:00.000 +0200,18.65,0.47
2015-09-07 12:00:00.000 +0200,19.88,0.44
2015-09-07 13:00:00.000 +0200,20.97,0.41
2015-09-07 14:00:00.000 +0200,20.73,0.38
2015-09-07 15:00:00.000 +0200,20.92,0.38
2015-09-07 16:00:00.000 +0200,19.93,0.4
2015-09-07 17:00:00.000 +0200,19.86,0.36
2015-09-07 18:00:00.000 +0200,17.84,0.43
2015-09-07 19:00:00.000 +0200,16.13,0.48
2015-09-07 20:00:00.000 +0200,12.74,0.64
2015-09-07 21:00:00.000 +0200,11.21,0.72
2015-09-07 22:00:00.000 +0200,10.64,0.72
2015-09-07 23:00:00.000 +0200,10.82,0.73
2015-09-08 00:00:00.000 +0200,10.14,0.77
2015-09-08 01:00:00.000 +0200,9.65,0.83
2015-09-08 02:00:00.000 +0200,10.60,0.81
2015-09-08 03:00:00.000 +0200,10.00,0.81
2015-09-08 04:00:00.000 +0200,7.80,0.89
2015-09-08 05:00:00.000 +0200,7.68,0.9
2015-09-08 06:00:00.000 +0200,7.29,0.93
2015-09-08 07:00:00.000 +0200,9.89,0.87
2015-09-08 08:00:00.000 +0200,12.46,0.79
2015-09-08 09:00:00.000 +0200,14.93,0.68
2015-09-08 10:00:00.000 +0200,17.11,0.59
2015-09-08 11:00:00.000 +0200,17.64,0.56
2015-09-08 12:00:00.000 +0200,18.75,0.48
2015-09-08 13:00:00.000 +0200,20.88,0.38
2015-09-08 14:00:00.000 +0200,18.86,0.4
2015-09-08 15:00:00.000 +0200,20.83,0.39
2015-09-08 16:00:00.000 +0200,18.84,0.4
2015-09-08 17:00:00.000 +0200,18.83,0.42
2015-09-08 18:00:00.000 +0200,18.72,0.4
2015-09-08 19:00:00.000 +0200,15.00,0.51
2015-09-08 20:00:00.000 +0200,12.49,0.6
2015-09-08 21:00:00.000 +0200,8.94,0.78
2015-09-08 22:00:00.000 +0200,8.82,0.81
2015-09-08 23:00:00.000 +0200,8.35,0.81
2015-09-09 00:00:00.000 +0200,7.74,0.84
2015-09-09 01:00:00.000 +0200,6.19,0.89
2015-09-09 02:00:00.000 +0200,5.66,0.85
2015-09-09 03:00:00.000 +0200,4.54,0.92
2015-09-09 04:00:00.000 +0200,4.47,0.92
2015-09-09 05:00:00.000 +0200,6.60,0.92
2015-09-09 06:00:00.000 +0200,5.96,0.93
2015-09-09 07:00:00.000 +0200,7.02,0.93
2015-09-09 08:00:00.000 +0200,11.76,0.7
2015-09-09 09:00:00.000 +0200,15.81,0.57
2015-09-09 10:00:00.000 +0200,17.62,0.44
2015-09-09 11:00:00.000 +0200,18.84,0.39
2015-09-09 12:00:00.000 +0200,18.84,0.37
2015-09-09 13:00:00.000 +0200,19.98,0.35
2015-09-09 14:00:00.000 +0200,21.03,0.34
2015-09-09 15:00:00.000 +0200,22.01,0.31
2015-09-09 16:00:00.000 +0200,21.06,0.31
2015-09-09 17:00:00.000 +0200,21.06,0.3
2015-09-09 18:00:00.000 +0200,19.97,0.33
2015-09-09 19:00:00.000 +0200,16.01,0.46
2015-09-09 20:00:00.000 +0200,13.06,0.55
2015-09-09 21:00:00.000 +0200,11.16,0.67
2015-09-09 22:00:00.000 +0200,10.58,0.69
2015-09-09 23:00:00.000 +0200,10.85,0.7
2016-04-01 00:00:00.000 +0200,11.81,0.71
2016-04-01 01:00:00.000 +0200,11.81,0.71
2016-04-01 02:00:00.000 +0200,11.44,0.74
2016-04-01 03:00:00.000 +0200,10.72,0.77
2016-04-01 04:00:00.000 +0200,10.23,0.79
2016-04-01 05:00:00.000 +0200,11.00,0.79
2016-04-01 06:00:00.000 +0200,11.42,0.76
2016-04-01 07:00:00.000 +0200,12.37,0.73
2016-04-01 08:00:00.000 +0200,13.06,0.76
2016-04-01 09:00:00.000 +0200,14.08,0.75
2016-04-01 10:00:00.000 +0200,16.21,0.66
2016-04-01 11:00:00.000 +0200,17.85,0.63
2016-04-01 12:00:00.000 +0200,19.84,0.49
2016-04-01 13:00:00.000 +0200,23.70,0.33
2016-04-01 14:00:00.000 +0200,22.57,0.4
2016-04-01 15:00:00.000 +0200,22.76,0.37
2016-04-01 16:00:00.000 +0200,22.82,0.37
2016-04-01 17:00:00.000 +0200,22.73,0.37
2016-04-01 18:00:00.000 +0200,22.10,0.43
2016-04-01 19:00:00.000 +0200,19.88,0.45
2016-04-01 20:00:00.000 +0200,17.19,0.51
2016-04-01 21:00:00.000 +0200,14.93,0.6
2016-04-01 22:00:00.000 +0200,13.68,0.64
2016-04-01 23:00:00.000 +0200,10.37,0.67
2016-04-10 00:00:00.000 +0200,9.93,0.8
2016-04-10 01:00:00.000 +0200,9.40,0.83
2016-04-10 02:00:00.000 +0200,9.39,0.84
2016-04-10 03:00:00.000 +0200,9.25,0.84
2016-04-10 04:00:00.000 +0200,8.75,0.83
2016-04-10 05:00:00.000 +0200,7.88,0.89
2016-04-10 06:00:00.000 +0200,7.73,0.89
2016-04-10 07:00:00.000 +0200,7.76,0.89
2016-04-10 08:00:00.000 +0200,8.80,0.89
2016-04-10 09:00:00.000 +0200,8.87,0.89
2016-04-10 10:00:00.000 +0200,9.98,0.83
2016-04-10 11:00:00.000 +0200,11.03,0.77
2016-04-10 12:00:00.000 +0200,11.16,0.77
2016-04-10 13:00:00.000 +0200,12.20,0.72
2016-04-10 14:00:00.000 +0200,12.32,0.71
2016-04-10 15:00:00.000 +0200,12.76,0.72
2016-04-10 16:00:00.000 +0200,12.76,0.72
2016-04-10 17:00:00.000 +0200,12.78,0.71
2016-04-10 18:00:00.000 +0200,12.76,0.69
2016-04-10 19:00:00.000 +0200,12.22,0.72
2016-04-10 20:00:00.000 +0200,12.11,0.72
2016-04-10 21:00:00.000 +0200,12.13,0.72
2016-04-10 22:00:00.000 +0200,11.55,0.74
2016-04-10 23:00:00.000 +0200,10.62,0.79
2016-04-11 00:00:00.000 +0200,10.00,0.82
2016-04-11 01:00:00.000 +0200,10.49,0.8
2016-04-11 02:00:00.000 +0200,10.36,0.78
2016-04-11 03:00:00.000 +0200,9.91,0.8
2016-04-11 04:00:00.000 +0200,9.88,0.8
2016-04-11 05:00:00.000 +0200,9.36,0.84
2016-04-11 06:00:00.000 +0200,9.82,0.78
2016-04-11 07:00:00.000 +0200,9.82,0.78
2016-04-11 08:00:00.000 +0200,9.81,0.79
2016-04-11 09:00:00.000 +0200,9.93,0.77
2016-04-11 10:00:00.000 +0200,11.02,0.77
2016-04-11 11:00:00.000 +0200,12.14,0.74
2016-04-11 12:00:00.000 +0200,13.79,0.72
2016-04-11 13:00:00.000 +0200,14.95,0.62
2016-04-11 14:00:00.000 +0200,16.05,0.62
2016-04-11 15:00:00.000 +0200,16.18,0.62
2016-04-11 16:00:00.000 +0200,17.27,0.62
2016-04-11 17:00:00.000 +0200,17.26,0.56
2016-04-11 18:00:00.000 +0200,17.27,0.54
2016-04-11 19:00:00.000 +0200,15.07,0.66
2016-04-11 20:00:00.000 +0200,12.56,0.72
2016-04-11 21:00:00.000 +0200,11.12,0.8
2016-04-11 22:00:00.000 +0200,9.88,0.86
2016-04-11 23:00:00.000 +0200,8.96,0.92
2016-04-12 00:00:00.000 +0200,8.20,0.93
2016-04-12 01:00:00.000 +0200,8.08,0.93
2016-04-12 02:00:00.000 +0200,7.26,0.95
2016-04-12 03:00:00.000 +0200,5.51,1
2016-04-12 04:00:00.000 +0200,4.89,0.96
2016-04-12 05:00:00.000 +0200,4.43,0.99
2016-04-12 06:00:00.000 +0200,3.91,1
2016-04-12 07:00:00.000 +0200,7.62,1
2016-04-12 08:00:00.000 +0200,11.04,0.91
2016-04-12 09:00:00.000 +0200,14.89,0.72
2016-04-12 10:00:00.000 +0200,17.73,0.56
2016-04-12 11:00:00.000 +0200,18.89,0.51
2016-04-12 12:00:00.000 +0200,20.04,0.45
2016-04-12 13:00:00.000 +0200,22.13,0.38
2016-04-12 14:00:00.000 +0200,22.60,0.33
2016-04-12 15:00:00.000 +0200,22.80,0.34
2016-04-12 16:00:00.000 +0200,22.82,0.34
2016-04-12 17:00:00.000 +0200,22.88,0.31
2016-04-12 18:00:00.000 +0200,21.22,0.41
2016-04-12 19:00:00.000 +0200,18.93,0.47
2016-04-12 20:00:00.000 +0200,16.50,0.54
2016-04-12 21:00:00.000 +0200,13.93,0.71
2016-04-12 22:00:00.000 +0200,13.24,0.69
2016-04-12 23:00:00.000 +0200,11.48,0.78
2016-04-13 00:00:00.000 +0200,10.09,0.77
2016-04-13 01:00:00.000 +0200,9.93,0.81
2016-04-13 02:00:00.000 +0200,8.88,0.85
2016-04-13 03:00:00.000 +0200,9.29,0.84
2016-04-13 04:00:00.000 +0200,8.22,0.93
2016-04-13 05:00:00.000 +0200,7.92,0.95
2016-04-13 06:00:00.000 +0200,7.18,1
2016-04-13 07:00:00.000 +0200,7.81,0.96
2016-04-13 08:00:00.000 +0200,12.58,0.77
2016-04-13 09:00:00.000 +0200,16.06,0.67
2016-04-13 10:00:00.000 +0200,18.77,0.56
2016-04-13 11:00:00.000 +0200,20.78,0.46
2016-04-13 12:00:00.000 +0200,22.11,0.39
2016-04-13 13:00:00.000 +0200,22.15,0.43
2016-04-13 14:00:00.000 +0200,22.72,0.38
2016-04-13 15:00:00.000 +0200,23.79,0.41
2016-04-13 16:00:00.000 +0200,23.84,0.36
2016-04-13 17:00:00.000 +0200,22.73,0.38
2016-04-13 18:00:00.000 +0200,21.23,0.45
2016-04-13 19:00:00.000 +0200,20.00,0.53
2016-04-13 20:00:00.000 +0200,17.90,0.6
2016-04-13 21:00:00.000 +0200,17.08,0.67
2016-04-13 22:00:00.000 +0200,15.97,0.7
2016-04-13 23:00:00.000 +0200,15.56,0.71
2016-04-14 00:00:00.000 +0200,14.26,0.77
2016-04-14 01:00:00.000 +0200,13.68,0.77
2016-04-14 02:00:00.000 +0200,12.80,0.82
2016-04-14 03:00:00.000 +0200,10.77,0.85
2016-04-14 04:00:00.000 +0200,12.18,0.83
2016-04-14 05:00:00.000 +0200,13.31,0.72
2016-04-14 06:00:00.000 +0200,12.15,0.74
2016-04-14 07:00:00.000 +0200,12.62,0.73
2016-04-14 08:00:00.000 +0200,13.74,0.77
2016-04-14 09:00:00.000 +0200,16.04,0.67
2016-04-14 10:00:00.000 +0200,17.11,0.67
2016-04-14 11:00:00.000 +0200,17.74,0.59
2016-04-14 12:00:00.000 +0200,19.28,0.54
2016-04-14 13:00:00.000 +0200,18.91,0.52
2016-04-14 14:00:00.000 +0200,19.83,0.48
2016-04-14 15:00:00.000 +0200,19.81,0.45
2016-04-14 16:00:00.000 +0200,18.72,0.48
2016-04-14 17:00:00.000 +0200,17.30,0.52
2016-04-14 18:00:00.000 +0200,15.93,0.59
2016-04-14 19:00:00.000 +0200,14.91,0.63
2016-04-14 20:00:00.000 +0200,14.06,0.63
2016-04-14 21:00:00.000 +0200,13.84,0.64
2016-04-14 22:00:00.000 +0200,13.79,0.64
2016-04-14 23:00:00.000 +0200,13.72,0.63
2016-04-15 00:00:00.000 +0200,13.22,0.62
2016-04-15 01:00:00.000 +0200,12.64,0.64
2016-04-15 02:00:00.000 +0200,11.86,0.65
2016-04-15 03:00:00.000 +0200,10.95,0.67
2016-04-15 04:00:00.000 +0200,9.86,0.72
2016-04-15 05:00:00.000 +0200,8.80,0.77
2016-04-15 06:00:00.000 +0200,7.13,0.86
2016-04-15 07:00:00.000 +0200,8.69,0.83
2016-04-15 08:00:00.000 +0200,11.01,0.72
2016-04-15 09:00:00.000 +0200,12.80,0.69
2016-04-15 10:00:00.000 +0200,14.95,0.55
2016-04-15 11:00:00.000 +0200,16.97,0.42
2016-04-15 12:00:00.000 +0200,17.29,0.41
2016-04-15 13:00:00.000 +0200,17.84,0.37
2016-04-15 14:00:00.000 +0200,18.81,0.37
2016-04-15 15:00:00.000 +0200,20.02,0.39
2016-04-15 16:00:00.000 +0200,20.02,0.37
2016-04-15 17:00:00.000 +0200,19.87,0.37
2016-04-15 18:00:00.000 +0200,18.96,0.43
2016-04-15 19:00:00.000 +0200,17.29,0.51
2016-04-15 20:00:00.000 +0200,14.35,0.61
2016-04-15 21:00:00.000 +0200,13.92,0.64
2016-04-15 22:00:00.000 +0200,13.36,0.64
2016-04-15 23:00:00.000 +0200,11.81,0.68
2016-04-16 00:00:00.000 +0200,11.58,0.67
2016-04-16 01:00:00.000 +0200,10.52,0.71
2016-04-16 02:00:00.000 +0200,9.53,0.78
2016-04-16 03:00:00.000 +0200,7.83,0.79
2016-04-16 04:00:00.000 +0200,7.78,0.83
2016-04-16 05:00:00.000 +0200,7.47,0.87
2016-04-16 06:00:00.000 +0200,7.16,0.86
2016-04-16 07:00:00.000 +0200,9.92,0.77
2016-04-16 08:00:00.000 +0200,13.68,0.68
2016-04-16 09:00:00.000 +0200,17.78,0.55
2016-04-16 10:00:00.000 +0200,21.02,0.41
2016-04-16 11:00:00.000 +0200,22.49,0.3
2016-04-16 12:00:00.000 +0200,23.79,0.27
2016-04-16 13:00:00.000 +0200,23.89,0.24
2016-04-16 14:00:00.000 +0200,24.98,0.25
2016-04-16 15:00:00.000 +0200,25.00,0.26
2016-04-16 16:00:00.000 +0200,26.06,0.24
2016-04-16 17:00:00.000 +0200,25.92,0.24
2016-04-16 18:00:00.000 +0200,24.97,0.28
2016-04-16 19:00:00.000 +0200,22.82,0.34
2016-04-16 20:00:00.000 +0200,19.37,0.44
2016-04-16 21:00:00.000 +0200,17.89,0.49
2016-04-16 22:00:00.000 +0200,15.69,0.57
2016-04-16 23:00:00.000 +0200,15.39,0.58
2016-04-17 00:00:00.000 +0200,14.14,0.61
2016-04-17 01:00:00.000 +0200,14.12,0.58
2016-04-17 02:00:00.000 +0200,13.19,0.62
2016-04-17 03:00:00.000 +0200,11.71,0.65
2016-04-17 04:00:00.000 +0200,11.60,0.66
2016-04-17 05:00:00.000 +0200,10.64,0.71
2016-04-17 06:00:00.000 +0200,10.05,0.76
2016-04-17 07:00:00.000 +0200,12.76,0.69
2016-04-17 08:00:00.000 +0200,15.01,0.59
2016-04-17 09:00:00.000 +0200,17.16,0.52
2016-04-17 10:00:00.000 +0200,18.95,0.47
2016-04-17 11:00:00.000 +0200,21.13,0.42
2016-04-17 12:00:00.000 +0200,22.73,0.43
2016-04-17 13:00:00.000 +0200,25.92,0.3
2016-04-17 14:00:00.000 +0200,26.79,0.27
2016-04-17 15:00:00.000 +0200,25.81,0.3
2016-04-17 16:00:00.000 +0200,24.95,0.33
2016-04-17 17:00:00.000 +0200,24.00,0.4
2016-04-17 18:00:00.000 +0200,22.22,0.49
2016-04-17 19:00:00.000 +0200,20.12,0.6
2016-04-17 20:00:00.000 +0200,19.12,0.63
2016-04-17 21:00:00.000 +0200,17.78,0.69
2016-04-17 22:00:00.000 +0200,17.34,0.7
2016-04-17 23:00:00.000 +0200,17.28,0.66
2016-04-18 00:00:00.000 +0200,15.93,0.68
2016-04-18 01:00:00.000 +0200,16.17,0.64
2016-04-18 02:00:00.000 +0200,14.52,0.74
2016-04-18 03:00:00.000 +0200,14.27,0.72
2016-04-18 04:00:00.000 +0200,11.58,0.8
2016-04-18 05:00:00.000 +0200,11.63,0.83
2016-04-18 06:00:00.000 +0200,10.98,0.86
2016-04-18 07:00:00.000 +0200,12.05,0.86
2016-04-18 08:00:00.000 +0200,15.87,0.79
2016-04-18 09:00:00.000 +0200,20.70,0.58
2016-04-18 10:00:00.000 +0200,21.88,0.41
2016-04-18 11:00:00.000 +0200,22.59,0.44
2016-04-18 12:00:00.000 +0200,23.15,0.41
2016-04-18 13:00:00.000 +0200,24.74,0.42
2016-04-18 14:00:00.000 +0200,23.83,0.37
2016-04-18 15:00:00.000 +0200,22.73,0.4
2016-04-18 16:00:00.000 +0200,22.68,0.48
2016-04-18 17:00:00.000 +0200,22.12,0.51
2016-04-18 18:00:00.000 +0200,20.90,0.53
2016-04-18 19:00:00.000 +0200,18.77,0.65
2016-04-18 20:00:00.000 +0200,17.89,0.63
2016-04-18 21:00:00.000 +0200,17.52,0.65
2016-04-18 22:00:00.000 +0200,16.99,0.65
2016-04-18 23:00:00.000 +0200,16.98,0.63
2016-04-19 00:00:00.000 +0200,15.34,0.78
2016-04-19 01:00:00.000 +0200,14.79,0.78
2016-04-19 02:00:00.000 +0200,13.84,0.82
2016-04-19 03:00:00.000 +0200,12.57,0.86
2016-04-19 04:00:00.000 +0200,12.55,0.84
2016-04-19 05:00:00.000 +0200,11.17,0.86
2016-04-19 06:00:00.000 +0200,9.91,0.83
2016-04-19 07:00:00.000 +0200,9.98,0.85
2016-04-19 08:00:00.000 +0200,11.00,0.79
2016-04-19 09:00:00.000 +0200,11.04,0.77
2016-04-19 10:00:00.000 +0200,12.16,0.67
2016-04-19 11:00:00.000 +0200,12.77,0.65
2016-04-19 12:00:00.000 +0200,13.80,0.59
2016-04-19 13:00:00.000 +0200,12.76,0.64
2016-04-19 14:00:00.000 +0200,12.91,0.67
2016-04-19 15:00:00.000 +0200,13.87,0.6
2016-04-19 16:00:00.000 +0200,13.94,0.64
2016-04-19 17:00:00.000 +0200,13.92,0.63
2016-04-19 18:00:00.000 +0200,13.80,0.6
2016-04-19 19:00:00.000 +0200,12.23,0.8
2016-04-19 20:00:00.000 +0200,11.18,0.85
2016-04-19 21:00:00.000 +0200,11.21,0.9
2016-04-19 22:00:00.000 +0200,11.64,0.81
2016-04-19 23:00:00.000 +0200,11.45,0.67
2016-04-02 00:00:00.000 +0200,8.98,0.58
2016-04-02 01:00:00.000 +0200,8.38,0.57
2016-04-02 02:00:00.000 +0200,7.78,0.59
2016-04-02 03:00:00.000 +0200,7.68,0.59
2016-04-02 04:00:00.000 +0200,6.62,0.63
2016-04-02 05:00:00.000 +0200,6.06,0.65
2016-04-02 06:00:00.000 +0200,6.07,0.7
2016-04-02 07:00:00.000 +0200,7.08,0.61
2016-04-02 08:00:00.000 +0200,7.13,0.61
2016-04-02 09:00:00.000 +0200,7.80,0.58
2016-04-02 10:00:00.000 +0200,8.47,0.57
2016-04-02 11:00:00.000 +0200,12.07,0.43
2016-04-02 12:00:00.000 +0200,13.84,0.38
2016-04-02 13:00:00.000 +0200,14.95,0.33
2016-04-02 14:00:00.000 +0200,15.04,0.36
2016-04-02 15:00:00.000 +0200,15.07,0.27
2016-04-02 16:00:00.000 +0200,16.06,0.27
2016-04-02 17:00:00.000 +0200,15.62,0.29
2016-04-02 18:00:00.000 +0200,14.95,0.3
2016-04-02 19:00:00.000 +0200,13.74,0.34
2016-04-02 20:00:00.000 +0200,10.13,0.48
2016-04-02 21:00:00.000 +0200,9.90,0.5
2016-04-02 22:00:00.000 +0200,8.81,0.49
2016-04-02 23:00:00.000 +0200,8.12,0.51
2016-04-20 00:00:00.000 +0200,9.98,0.67
2016-04-20 01:00:00.000 +0200,9.31,0.65
2016-04-20 02:00:00.000 +0200,7.92,0.7
2016-04-20 03:00:00.000 +0200,7.13,0.71
2016-04-20 04:00:00.000 +0200,7.06,0.68
2016-04-20 05:00:00.000 +0200,7.54,0.69
2016-04-20 06:00:00.000 +0200,7.46,0.72
2016-04-20 07:00:00.000 +0200,7.06,0.73
2016-04-20 08:00:00.000 +0200,9.84,0.66
2016-04-20 09:00:00.000 +0200,12.18,0.52
2016-04-20 10:00:00.000 +0200,12.83,0.54
2016-04-20 11:00:00.000 +0200,14.71,0.43
2016-04-20 12:00:00.000 +0200,14.98,0.39
2016-04-20 13:00:00.000 +0200,16.09,0.36
2016-04-20 14:00:00.000 +0200,14.99,0.32
2016-04-20 15:00:00.000 +0200,16.09,0.32
2016-04-20 16:00:00.000 +0200,16.18,0.32
2016-04-20 17:00:00.000 +0200,16.11,0.3
2016-04-20 18:00:00.000 +0200,15.02,0.33
2016-04-20 19:00:00.000 +0200,12.84,0.38
2016-04-20 20:00:00.000 +0200,11.21,0.44
2016-04-20 21:00:00.000 +0200,7.92,0.62
2016-04-20 22:00:00.000 +0200,7.80,0.6
2016-04-20 23:00:00.000 +0200,6.35,0.66
2016-04-21 00:00:00.000 +0200,5.43,0.7
2016-04-21 01:00:00.000 +0200,5.22,0.68
2016-04-21 02:00:00.000 +0200,4.79,0.73
2016-04-21 03:00:00.000 +0200,3.64,0.77
2016-04-21 04:00:00.000 +0200,3.02,0.8
2016-04-21 05:00:00.000 +0200,2.73,0.8
2016-04-21 06:00:00.000 +0200,1.98,0.85
2016-04-21 07:00:00.000 +0200,4.74,0.77
2016-04-21 08:00:00.000 +0200,7.68,0.71
2016-04-21 09:00:00.000 +0200,11.12,0.55
2016-04-21 10:00:00.000 +0200,12.87,0.45
2016-04-21 11:00:00.000 +0200,14.97,0.38
2016-04-21 12:00:00.000 +0200,16.11,0.33
2016-04-21 13:00:00.000 +0200,17.22,0.37
2016-04-21 14:00:00.000 +0200,17.72,0.3
2016-04-21 15:00:00.000 +0200,17.82,0.3
2016-04-21 16:00:00.000 +0200,17.87,0.36
2016-04-21 17:00:00.000 +0200,17.89,0.33
2016-04-21 18:00:00.000 +0200,17.80,0.35
2016-04-21 19:00:00.000 +0200,16.13,0.39
2016-04-21 20:00:00.000 +0200,12.87,0.5
2016-04-21 21:00:00.000 +0200,10.96,0.55
